order_id,customer_id,order_date,ship_date,ship_mode,order_total
ORD001743,CUST00362,2023-11-19,2023-11-24,Standard,4511.76
ORD001744,CUST01089,2023-12-23,2023-12-25,Express,4647.82
ORD001745,CUST00812,2024-03-13,2024-03-18,Standard,1982.93
ORD001746,CUST01114,2023-11-10,2023-11-12,Express,156.63
ORD001747,CUST00075,2024-01-30,2024-02-01,Express,1097.4
ORD001748,CUST00196,2024-02-09,2024-02-11,Express,1572.37
ORD001749,CUST00426,2024-02-16,2024-02-21,Standard,344.66
ORD001750,CUST00387,2024-02-20,2024-02-25,Standard,3109.55
ORD001751,CUST01076,2024-05-25,2024-05-30,Standard,458.95
ORD001752,CUST00412,2023-07-22,2023-07-24,Express,425.92
ORD001753,CUST01152,2023-10-06,2023-10-11,Standard,758.69
ORD001754,CUST00249,2024-10-18,2024-10-23,Standard,731.22
ORD001755,CUST00034,2023-02-08,2023-02-13,Standard,7211.92
ORD001756,CUST01039,2023-04-16,2023-04-16,Same Day,201.74
ORD001757,CUST01111,2023-06-28,2023-07-03,Standard,344.95
ORD001758,CUST00080,2023-06-13,2023-06-18,Standard,35.95
ORD001759,CUST01152,2023-01-13,2023-01-18,Standard,1097.69
ORD001760,CUST00480,2023-12-31,2024-01-02,Express,461.28
ORD001761,CUST00429,2023-12-22,2023-12-27,Standard,350.5
ORD001762,CUST00896,2024-03-07,2024-03-12,Standard,1445.24
ORD001763,CUST00363,2023-01-06,2023-01-11,Standard,248.79
ORD001764,CUST01098,2023-07-11,2023-07-11,Same Day,1452.3
ORD001765,CUST00031,2023-04-27,2023-04-29,Express,1138.71
ORD001766,CUST00654,2024-12-26,2024-12-28,Express,81.96
ORD001767,CUST00489,2023-10-31,2023-11-05,Standard,400.52
ORD001768,CUST00032,2023-09-17,2023-09-19,Express,3338.96
ORD001769,CUST00424,2024-11-18,2024-11-23,Standard,410.48
ORD001770,CUST00148,2024-07-08,2024-07-10,Express,824.35
ORD001771,CUST00729,2024-06-02,2024-06-07,Standard,701.2
ORD001772,CUST01035,2024-02-24,2024-02-29,Standard,403.25
ORD001773,CUST00642,2024-11-16,2024-11-18,Express,1292.52
ORD001774,CUST00649,2023-08-09,2023-08-14,Standard,751.55
ORD001775,CUST00291,2023-04-12,2023-04-17,Standard,4901.43
ORD001776,CUST00192,2023-05-11,2023-05-16,Standard,3757.75
ORD001777,CUST00586,2024-12-08,2024-12-10,Express,1617.99
ORD001778,CUST00469,2024-10-10,2024-10-15,Standard,232.64
ORD001779,CUST00605,2023-08-01,2023-08-06,Standard,995.16
ORD001780,CUST00159,2024-04-08,2024-04-10,Express,108.72
ORD001781,CUST00176,2024-10-28,2024-10-30,Express,1039.76
ORD001782,CUST00181,2024-07-10,2024-07-15,Standard,2587.87
ORD001783,CUST01186,2023-07-16,2023-07-21,Standard,581.54
ORD001784,CUST00919,2023-06-07,2023-06-09,Express,1034.13
ORD001785,CUST00492,2024-07-06,2024-07-11,Standard,640.17
ORD001786,CUST00652,2023-06-11,2023-06-16,Standard,378.35
ORD001787,CUST00604,2024-11-09,2024-11-09,Same Day,3384.2
ORD001788,CUST01196,2024-06-28,2024-07-03,Standard,1612.07
ORD001789,CUST00426,2024-10-29,2024-11-03,Standard,3766.13
ORD001790,CUST00989,2024-07-26,2024-07-28,Express,121.8
ORD001791,CUST00300,2023-06-19,2023-06-21,Express,76.7
ORD001792,CUST00718,2023-10-07,2023-10-12,Standard,363.64
ORD001793,CUST00582,2024-11-24,2024-11-29,Standard,407.08
ORD001794,CUST00199,2024-03-01,2024-03-06,Standard,8643.77
ORD001795,CUST00405,2023-09-14,2023-09-19,Standard,4465.15
ORD001796,CUST01193,2023-02-02,2023-02-07,Standard,418.9
ORD001797,CUST01008,2024-03-25,2024-03-30,Standard,1901.93
ORD001798,CUST00447,2024-12-18,2024-12-20,Express,2256.14
ORD001799,CUST00379,2024-01-12,2024-01-12,Same Day,270.32
ORD001800,CUST00228,2024-12-12,2024-12-12,Same Day,3493.71
ORD001801,CUST01176,2024-05-26,2024-05-31,Standard,2388.32
ORD001802,CUST00972,2023-03-13,2023-03-15,Express,2358.46
ORD001803,CUST00381,2024-11-25,2024-11-30,Standard,350.5
ORD001804,CUST00597,2024-05-22,2024-05-24,Express,2618.37
ORD001805,CUST01128,2024-12-20,2024-12-25,Standard,196.19
ORD001806,CUST00308,2024-10-23,2024-10-28,Standard,198.57
ORD001807,CUST01037,2024-05-24,2024-05-29,Standard,31.83
ORD001808,CUST00465,2023-11-30,2023-12-05,Standard,351.56
ORD001809,CUST00069,2024-06-04,2024-06-09,Standard,594.15
ORD001810,CUST00221,2024-10-30,2024-10-30,Same Day,673.98
ORD001811,CUST00808,2023-01-12,2023-01-17,Standard,272.57
ORD001812,CUST00285,2023-12-21,2023-12-26,Standard,5668.16
ORD001813,CUST00289,2024-02-08,2024-02-10,Express,1077.15
ORD001814,CUST00220,2024-11-18,2024-11-20,Express,700.42
ORD001815,CUST01000,2023-09-28,2023-09-30,Express,261.05
ORD001816,CUST00160,2023-01-22,2023-01-27,Standard,620.94
ORD001817,CUST01004,2023-02-10,2023-02-12,Express,982.52
ORD001818,CUST00183,2023-11-07,2023-11-09,Express,49.6
ORD001819,CUST00852,2023-03-06,2023-03-08,Express,4931.85
ORD001820,CUST00477,2024-03-13,2024-03-18,Standard,6995.6
ORD001821,CUST01075,2024-08-04,2024-08-09,Standard,1796.6
ORD001822,CUST00924,2023-01-03,2023-01-08,Standard,572.33
ORD001823,CUST00411,2023-01-28,2023-01-28,Same Day,703.28
ORD001824,CUST00718,2024-01-07,2024-01-07,Same Day,165.44
ORD001825,CUST00367,2023-02-16,2023-02-18,Express,3086.24
ORD001826,CUST00370,2024-07-22,2024-07-24,Express,239.08
ORD001827,CUST00474,2023-11-05,2023-11-07,Express,2797.94
ORD001828,CUST00240,2023-05-05,2023-05-07,Express,271.34
ORD001829,CUST01180,2024-07-10,2024-07-15,Standard,2721.0
ORD001830,CUST01163,2023-11-26,2023-12-01,Standard,785.25
ORD001831,CUST00958,2023-02-16,2023-02-21,Standard,2561.02
ORD001832,CUST00412,2023-02-05,2023-02-07,Express,680.28
ORD001833,CUST00078,2023-10-04,2023-10-09,Standard,2454.2
ORD001834,CUST00349,2023-07-26,2023-07-31,Standard,2543.25
ORD001835,CUST00027,2024-11-13,2024-11-13,Same Day,168.9
ORD001836,CUST00697,2023-05-25,2023-05-30,Standard,441.91
ORD001837,CUST00269,2024-08-03,2024-08-03,Same Day,115.06
ORD001838,CUST00250,2024-07-24,2024-07-26,Express,736.56
ORD001839,CUST00244,2024-07-16,2024-07-21,Standard,1547.76
ORD001840,CUST00529,2023-05-23,2023-05-28,Standard,311.6
ORD001841,CUST00500,2024-11-30,2024-12-02,Express,4777.84
ORD001842,CUST00279,2024-11-12,2024-11-17,Standard,1291.34
ORD001843,CUST00134,2024-01-26,2024-01-28,Express,493.74
ORD001844,CUST00509,2023-08-08,2023-08-10,Express,822.0
ORD001845,CUST00309,2024-11-17,2024-11-19,Express,643.81
ORD001846,CUST00122,2024-02-19,2024-02-24,Standard,492.6
ORD001847,CUST00098,2023-11-01,2023-11-06,Standard,144.9
ORD001848,CUST00954,2023-08-15,2023-08-20,Standard,375.62
ORD001849,CUST00813,2024-07-06,2024-07-11,Standard,3528.59
ORD001850,CUST00575,2024-10-30,2024-11-04,Standard,359.43
ORD001851,CUST00504,2024-09-29,2024-10-04,Standard,349.86
ORD001852,CUST00817,2023-02-14,2023-02-19,Standard,1310.24
ORD001853,CUST00131,2024-01-13,2024-01-18,Standard,3247.1
ORD001854,CUST00576,2024-07-16,2024-07-21,Standard,258.1
ORD001855,CUST00163,2023-01-29,2023-01-29,Same Day,520.41
ORD001856,CUST00022,2024-04-22,2024-04-22,Same Day,1531.17
ORD001857,CUST01101,2024-01-19,2024-01-24,Standard,18.92
ORD001858,CUST00399,2023-06-10,2023-06-15,Standard,956.97
ORD001859,CUST01070,2023-12-18,2023-12-23,Standard,191.76
ORD001860,CUST01115,2024-11-08,2024-11-10,Express,3231.94
ORD001861,CUST00874,2023-02-14,2023-02-19,Standard,3250.1
ORD001862,CUST01029,2023-09-21,2023-09-26,Standard,1711.63
ORD001863,CUST00070,2024-04-21,2024-04-26,Standard,1515.2
ORD001864,CUST00741,2024-06-08,2024-06-10,Express,1332.44
ORD001865,CUST00763,2023-11-30,2023-11-30,Same Day,1372.16
ORD001866,CUST00567,2023-10-03,2023-10-05,Express,225.09
ORD001867,CUST00303,2024-12-13,2024-12-18,Standard,499.17
ORD001868,CUST00229,2024-07-31,2024-08-05,Standard,4146.55
ORD001869,CUST00489,2023-05-06,2023-05-11,Standard,751.55
ORD001870,CUST00951,2024-12-10,2024-12-12,Express,12655.44
ORD001871,CUST00350,2023-06-29,2023-07-04,Standard,1068.0
ORD001872,CUST00316,2023-11-16,2023-11-21,Standard,369.43
ORD001873,CUST00154,2024-05-25,2024-05-25,Same Day,3642.75
ORD001874,CUST00270,2024-05-17,2024-05-19,Express,3080.04
ORD001875,CUST00423,2023-11-06,2023-11-11,Standard,211.36
ORD001876,CUST00601,2024-05-04,2024-05-06,Express,628.2
ORD001877,CUST00212,2024-03-08,2024-03-13,Standard,374.6
ORD001878,CUST00676,2023-05-30,2023-06-04,Standard,671.73
ORD001879,CUST00038,2024-03-16,2024-03-18,Express,145.02
ORD001880,CUST00853,2023-03-03,2023-03-08,Standard,3846.9
ORD001881,CUST01083,2024-03-02,2024-03-02,Same Day,210.94
ORD001882,CUST00357,2023-12-23,2023-12-28,Standard,377.97
ORD001883,CUST00383,2024-12-17,2024-12-19,Express,1498.36
ORD001884,CUST00027,2023-02-06,2023-02-11,Standard,2687.75
ORD001885,CUST00198,2024-01-22,2024-01-22,Same Day,181.02
ORD001886,CUST00148,2023-12-07,2023-12-12,Standard,1167.94
ORD001887,CUST00435,2023-09-17,2023-09-17,Same Day,536.27
ORD001888,CUST00780,2024-05-04,2024-05-06,Express,1212.16
ORD001889,CUST01015,2023-11-06,2023-11-08,Express,1329.04
ORD001890,CUST01159,2024-06-04,2024-06-09,Standard,103.55
ORD001891,CUST00971,2023-12-31,2024-01-05,Standard,2602.84
ORD001892,CUST00118,2024-02-11,2024-02-13,Express,56.57
ORD001893,CUST00066,2023-07-29,2023-07-29,Same Day,59.05
ORD001894,CUST00298,2024-05-07,2024-05-12,Standard,6158.5
ORD001895,CUST00863,2024-02-15,2024-02-20,Standard,100.56
ORD001896,CUST00476,2023-06-19,2023-06-21,Express,730.46
ORD001897,CUST00574,2023-09-05,2023-09-10,Standard,101.01
ORD001898,CUST00884,2024-08-23,2024-08-28,Standard,982.08
ORD001899,CUST00090,2024-05-20,2024-05-22,Express,1515.64
ORD001900,CUST00769,2024-09-08,2024-09-10,Express,524.03
ORD001901,CUST00719,2023-12-27,2023-12-29,Express,30.8
ORD001902,CUST01039,2023-06-06,2023-06-11,Standard,934.64
ORD001903,CUST00260,2024-10-10,2024-10-15,Standard,97.8
ORD001904,CUST00343,2023-06-07,2023-06-09,Express,124.32
ORD001905,CUST00822,2023-04-12,2023-04-17,Standard,1738.24
ORD001906,CUST00341,2024-02-25,2024-03-01,Standard,1171.09
ORD001907,CUST00038,2023-09-20,2023-09-25,Standard,3276.18
ORD001908,CUST01197,2024-04-08,2024-04-13,Standard,1611.57
ORD001909,CUST00370,2023-07-19,2023-07-24,Standard,5651.53
ORD001910,CUST00457,2023-12-09,2023-12-11,Express,1008.92
ORD001911,CUST01054,2023-09-13,2023-09-15,Express,422.72
ORD001912,CUST00677,2023-12-28,2023-12-30,Express,2698.56
ORD001913,CUST01185,2024-12-30,2025-01-04,Standard,3785.77
ORD001914,CUST00158,2023-12-10,2023-12-15,Standard,821.86
ORD001915,CUST00631,2023-03-03,2023-03-03,Same Day,3558.42
ORD001916,CUST00675,2024-07-17,2024-07-22,Standard,2710.18
ORD001917,CUST00050,2023-08-16,2023-08-21,Standard,5930.7
ORD001918,CUST00618,2023-01-25,2023-01-30,Standard,53.87
ORD001919,CUST00287,2024-09-07,2024-09-09,Express,2940.67
ORD001920,CUST00373,2024-04-22,2024-04-24,Express,160.5
ORD001921,CUST00078,2024-04-07,2024-04-12,Standard,1946.56
ORD001922,CUST01001,2023-07-26,2023-07-28,Express,4443.08
ORD001923,CUST00792,2023-11-10,2023-11-15,Standard,972.64
ORD001924,CUST00058,2024-11-02,2024-11-07,Standard,599.23
ORD001925,CUST00158,2023-09-07,2023-09-09,Express,5616.5
ORD001926,CUST00169,2023-02-16,2023-02-21,Standard,3006.2
ORD001927,CUST00820,2024-07-17,2024-07-19,Express,6172.03
ORD001928,CUST00587,2023-07-26,2023-07-28,Express,176.66
ORD001929,CUST01181,2024-05-10,2024-05-15,Standard,566.93
ORD001930,CUST01198,2024-03-28,2024-04-02,Standard,967.09
ORD001931,CUST00270,2023-11-20,2023-11-25,Standard,5089.16
ORD001932,CUST00862,2023-04-19,2023-04-24,Standard,856.54
ORD001933,CUST00850,2024-01-01,2024-01-03,Express,172.14
ORD001934,CUST00623,2023-03-28,2023-03-30,Express,325.25
ORD001935,CUST00594,2023-06-02,2023-06-04,Express,280.4
ORD001936,CUST01080,2024-01-31,2024-02-05,Standard,5451.82
ORD001937,CUST00811,2024-07-26,2024-07-28,Express,2681.78
ORD001938,CUST00423,2024-05-17,2024-05-22,Standard,1217.11
ORD001939,CUST00052,2023-10-08,2023-10-13,Standard,392.83
ORD001940,CUST01113,2023-04-26,2023-05-01,Standard,628.12
ORD001941,CUST00026,2023-11-22,2023-11-24,Express,147.02
ORD001942,CUST00007,2024-11-03,2024-11-08,Standard,130.64
ORD001943,CUST00916,2023-05-27,2023-05-27,Same Day,132.32
ORD001944,CUST00174,2024-03-13,2024-03-18,Standard,4541.86
ORD001945,CUST00820,2023-07-20,2023-07-20,Same Day,267.5
ORD001946,CUST00925,2023-09-05,2023-09-10,Standard,2676.57
ORD001947,CUST00459,2024-10-27,2024-11-01,Standard,6902.98
ORD001948,CUST00959,2023-04-05,2023-04-10,Standard,611.83
ORD001949,CUST00452,2023-06-20,2023-06-25,Standard,342.49
ORD001950,CUST00032,2023-01-13,2023-01-18,Standard,241.1
ORD001951,CUST00597,2024-04-15,2024-04-20,Standard,373.6
ORD001952,CUST00255,2023-04-12,2023-04-17,Standard,3474.5
ORD001953,CUST00025,2024-10-01,2024-10-03,Express,401.58
ORD001954,CUST00013,2024-10-17,2024-10-22,Standard,5759.34
ORD001955,CUST00398,2024-08-12,2024-08-14,Express,1068.7
ORD001956,CUST01128,2024-12-25,2024-12-30,Standard,1503.1
ORD001957,CUST00860,2023-11-09,2023-11-11,Express,497.55
ORD001958,CUST00113,2024-12-21,2024-12-23,Express,460.16
ORD001959,CUST00784,2023-05-06,2023-05-08,Express,4345.78
ORD001960,CUST00150,2023-09-18,2023-09-23,Standard,142.43
ORD001961,CUST00925,2023-09-27,2023-10-02,Standard,12.24
ORD001962,CUST00441,2023-11-22,2023-11-27,Standard,268.68
ORD001963,CUST01027,2023-12-20,2023-12-25,Standard,251.2
ORD001964,CUST01189,2024-03-18,2024-03-23,Standard,898.23
ORD001965,CUST00065,2023-12-01,2023-12-06,Standard,622.57
ORD001966,CUST01087,2024-11-18,2024-11-23,Standard,1128.07
ORD001967,CUST00839,2023-01-29,2023-01-31,Express,230.12
ORD001968,CUST00118,2024-08-10,2024-08-12,Express,883.3
ORD001969,CUST01156,2023-01-07,2023-01-07,Same Day,280.1
ORD001970,CUST00418,2023-12-08,2023-12-10,Express,1313.93
ORD001971,CUST00809,2024-11-26,2024-12-01,Standard,1946.56
ORD001972,CUST01146,2024-05-20,2024-05-20,Same Day,1232.3
ORD001973,CUST00262,2023-12-12,2023-12-14,Express,351.56
ORD001974,CUST00610,2024-06-10,2024-06-12,Express,803.01
ORD001975,CUST00894,2024-02-21,2024-02-26,Standard,3281.43
ORD001976,CUST01187,2023-03-07,2023-03-12,Standard,1278.46
ORD001977,CUST01049,2023-11-25,2023-11-30,Standard,269.73
ORD001978,CUST00007,2024-12-06,2024-12-11,Standard,271.51
ORD001979,CUST00708,2024-04-18,2024-04-20,Express,2909.86
ORD001980,CUST00309,2023-09-10,2023-09-12,Express,374.24
ORD001981,CUST00722,2023-10-30,2023-11-01,Express,158.89
ORD001982,CUST00907,2024-07-13,2024-07-18,Standard,820.86
ORD001983,CUST00135,2023-02-07,2023-02-12,Standard,2725.1
ORD001984,CUST00026,2024-02-02,2024-02-07,Standard,146.64
ORD001985,CUST00609,2023-10-07,2023-10-12,Standard,5592.05
ORD001986,CUST00085,2024-02-28,2024-03-04,Standard,151.34
ORD001987,CUST00315,2024-07-27,2024-07-27,Same Day,335.12
ORD001988,CUST00268,2024-10-09,2024-10-14,Standard,3842.57
ORD001989,CUST00871,2023-05-24,2023-05-29,Standard,3779.69
ORD001990,CUST00268,2024-08-12,2024-08-14,Express,1134.48
ORD001991,CUST00726,2023-06-01,2023-06-03,Express,226.0
ORD001992,CUST00411,2023-03-27,2023-04-01,Standard,2141.43
ORD001993,CUST00508,2023-01-27,2023-01-29,Express,5470.2
ORD001994,CUST00575,2024-03-01,2024-03-06,Standard,1223.27
ORD001995,CUST00076,2024-05-20,2024-05-22,Express,43.85
ORD001996,CUST00767,2024-10-25,2024-10-25,Same Day,54.41
ORD001997,CUST00261,2024-11-09,2024-11-14,Standard,4227.08
ORD001998,CUST00156,2024-12-27,2024-12-29,Express,2477.1
ORD001999,CUST00567,2023-07-18,2023-07-20,Express,81.96
ORD002000,CUST00773,2024-01-12,2024-01-17,Standard,50.82
ORD002001,CUST00771,2023-06-17,2023-06-19,Express,596.63
ORD002002,CUST00874,2023-04-06,2023-04-06,Same Day,51.68
ORD002003,CUST00229,2023-10-13,2023-10-18,Standard,1714.32
ORD002004,CUST00210,2023-04-14,2023-04-16,Express,999.0
ORD002005,CUST00512,2023-07-08,2023-07-13,Standard,16.08
ORD002006,CUST00776,2024-09-02,2024-09-07,Standard,517.43
ORD002007,CUST00177,2024-08-08,2024-08-13,Standard,240.58
ORD002008,CUST00221,2024-02-25,2024-03-01,Standard,954.05
ORD002009,CUST00767,2024-06-16,2024-06-21,Standard,914.53
ORD002010,CUST00406,2023-04-04,2023-04-06,Express,35.5
ORD002011,CUST00429,2024-02-19,2024-02-24,Standard,1360.56
ORD002012,CUST00802,2024-11-15,2024-11-20,Standard,666.49
ORD002013,CUST00033,2023-10-07,2023-10-09,Express,4307.3
ORD002014,CUST00644,2024-01-17,2024-01-22,Standard,529.61
ORD002015,CUST00945,2023-12-25,2023-12-30,Standard,375.15
ORD002016,CUST00522,2023-10-09,2023-10-14,Standard,674.33
ORD002017,CUST00090,2024-07-11,2024-07-16,Standard,175.83
ORD002018,CUST00112,2024-04-01,2024-04-06,Standard,1361.59
ORD002019,CUST00378,2023-07-09,2023-07-11,Express,453.0
ORD002020,CUST00030,2024-04-25,2024-04-30,Standard,127.25
ORD002021,CUST01049,2023-07-14,2023-07-19,Standard,2801.23
ORD002022,CUST00752,2024-08-23,2024-08-28,Standard,1948.34
ORD002023,CUST01018,2024-06-22,2024-06-27,Standard,3153.61
ORD002024,CUST00193,2023-12-31,2024-01-02,Express,456.96
ORD002025,CUST00382,2024-12-02,2024-12-04,Express,1046.67
ORD002026,CUST00383,2023-06-22,2023-06-27,Standard,186.08
ORD002027,CUST00423,2024-08-14,2024-08-19,Standard,575.4
ORD002028,CUST00716,2024-09-02,2024-09-07,Standard,201.31
ORD002029,CUST00712,2024-01-10,2024-01-15,Standard,6377.3
ORD002030,CUST01174,2024-11-03,2024-11-03,Same Day,402.25
ORD002031,CUST00477,2023-01-24,2023-01-24,Same Day,1687.9
ORD002032,CUST00758,2023-07-16,2023-07-18,Express,1389.5
ORD002033,CUST00999,2023-10-15,2023-10-20,Standard,4455.25
ORD002034,CUST01151,2023-10-15,2023-10-20,Standard,196.5
ORD002035,CUST00421,2023-06-22,2023-06-27,Standard,62.16
ORD002036,CUST00218,2023-12-31,2024-01-02,Express,1428.42
ORD002037,CUST00209,2024-01-20,2024-01-22,Express,7165.07
ORD002038,CUST01005,2023-06-05,2023-06-07,Express,619.23
ORD002039,CUST00877,2024-12-21,2024-12-26,Standard,330.44
ORD002040,CUST00949,2024-05-07,2024-05-12,Standard,4340.89
ORD002041,CUST00219,2024-11-09,2024-11-14,Standard,321.46
ORD002042,CUST00782,2023-05-23,2023-05-23,Same Day,377.01
ORD002043,CUST00630,2024-07-28,2024-08-02,Standard,4409.26
ORD002044,CUST00143,2024-07-25,2024-07-30,Standard,861.27
ORD002045,CUST00667,2024-01-21,2024-01-26,Standard,1137.93
ORD002046,CUST00804,2024-06-16,2024-06-21,Standard,132.03
ORD002047,CUST00304,2024-02-15,2024-02-20,Standard,4406.98
ORD002048,CUST00438,2023-12-31,2024-01-05,Standard,944.74
ORD002049,CUST01003,2023-01-16,2023-01-21,Standard,3451.23
ORD002050,CUST00462,2023-11-24,2023-11-26,Express,3185.28
ORD002051,CUST00359,2024-05-22,2024-05-27,Standard,6685.82
ORD002052,CUST00990,2024-06-23,2024-06-28,Standard,1410.0
ORD002053,CUST00536,2023-12-01,2023-12-03,Express,1382.64
ORD002054,CUST00716,2023-07-18,2023-07-23,Standard,2936.87
ORD002055,CUST00135,2024-05-31,2024-06-02,Express,1534.02
ORD002056,CUST00820,2023-11-05,2023-11-10,Standard,2767.0
ORD002057,CUST00066,2023-12-02,2023-12-07,Standard,1272.04
ORD002058,CUST00592,2024-03-09,2024-03-11,Express,1814.18
ORD002059,CUST00284,2024-07-11,2024-07-16,Standard,995.16
ORD002060,CUST00060,2024-09-08,2024-09-13,Standard,801.0
ORD002061,CUST00027,2024-12-17,2024-12-22,Standard,6534.84
ORD002062,CUST01050,2023-01-20,2023-01-25,Standard,2254.65
ORD002063,CUST00127,2023-03-14,2023-03-19,Standard,3101.26
ORD002064,CUST00202,2024-09-03,2024-09-05,Express,64.6
ORD002065,CUST00300,2024-01-26,2024-01-31,Standard,5277.23
ORD002066,CUST00099,2024-12-30,2025-01-04,Standard,63.31
ORD002067,CUST00294,2024-11-15,2024-11-17,Express,335.12
ORD002068,CUST00934,2023-03-01,2023-03-06,Standard,4250.6
ORD002069,CUST01005,2024-11-30,2024-12-02,Express,314.79
ORD002070,CUST01105,2024-10-01,2024-10-06,Standard,330.95
ORD002071,CUST01149,2024-06-02,2024-06-02,Same Day,528.82
ORD002072,CUST00848,2023-06-08,2023-06-13,Standard,4546.83
ORD002073,CUST00035,2023-12-04,2023-12-06,Express,3848.57
ORD002074,CUST00841,2024-08-09,2024-08-14,Standard,114.32
ORD002075,CUST00413,2023-03-23,2023-03-28,Standard,208.66
ORD002076,CUST00363,2024-09-01,2024-09-01,Same Day,205.24
ORD002077,CUST01112,2023-12-10,2023-12-12,Express,1986.2
ORD002078,CUST00016,2024-08-23,2024-08-28,Standard,2012.96
ORD002079,CUST00007,2024-01-22,2024-01-27,Standard,362.58
ORD002080,CUST00784,2024-01-03,2024-01-05,Express,834.23
ORD002081,CUST00305,2024-04-24,2024-04-24,Same Day,402.39
ORD002082,CUST01185,2023-02-03,2023-02-03,Same Day,2693.28
ORD002083,CUST00413,2023-11-21,2023-11-21,Same Day,5072.15
ORD002084,CUST00166,2023-05-07,2023-05-12,Standard,1981.68
ORD002085,CUST00188,2023-01-19,2023-01-24,Standard,224.36
ORD002086,CUST00032,2024-08-05,2024-08-10,Standard,1815.7
ORD002087,CUST01066,2023-01-27,2023-02-01,Standard,75.67
ORD002088,CUST00151,2024-03-16,2024-03-21,Standard,197.09
ORD002089,CUST00012,2023-12-14,2023-12-19,Standard,4603.36
ORD002090,CUST00731,2023-06-16,2023-06-21,Standard,852.48
ORD002091,CUST00127,2023-11-23,2023-11-25,Express,1744.63
ORD002092,CUST00982,2024-06-24,2024-06-29,Standard,4419.24
ORD002093,CUST00536,2023-12-29,2024-01-03,Standard,1613.27
ORD002094,CUST00817,2024-04-26,2024-05-01,Standard,842.54
ORD002095,CUST00047,2023-01-18,2023-01-23,Standard,445.88
ORD002096,CUST00663,2024-05-10,2024-05-12,Express,1446.02
ORD002097,CUST00878,2023-12-09,2023-12-11,Express,2997.1
ORD002098,CUST00238,2023-07-10,2023-07-15,Standard,4653.39
ORD002099,CUST00498,2023-10-10,2023-10-15,Standard,590.48
ORD002100,CUST00069,2024-03-23,2024-03-28,Standard,281.52
ORD002101,CUST00035,2024-11-04,2024-11-09,Standard,1205.61
ORD002102,CUST00327,2024-07-03,2024-07-08,Standard,1024.53
ORD002103,CUST00702,2024-03-17,2024-03-22,Standard,1825.66
ORD002104,CUST00833,2023-06-22,2023-06-27,Standard,383.26
ORD002105,CUST00250,2023-11-13,2023-11-15,Express,4563.7
ORD002106,CUST00111,2023-08-02,2023-08-07,Standard,3990.28
ORD002107,CUST00856,2023-04-06,2023-04-08,Express,299.68
ORD002108,CUST01177,2024-02-09,2024-02-14,Standard,4279.55
ORD002109,CUST00970,2024-06-08,2024-06-10,Express,2742.05
ORD002110,CUST00984,2024-12-30,2024-12-30,Same Day,349.43
ORD002111,CUST00128,2023-05-03,2023-05-08,Standard,168.01
ORD002112,CUST00276,2023-12-01,2023-12-06,Standard,1115.32
ORD002113,CUST00352,2024-08-19,2024-08-24,Standard,3491.16
ORD002114,CUST01133,2024-12-05,2024-12-10,Standard,537.3
ORD002115,CUST00239,2024-12-14,2024-12-14,Same Day,194.13
ORD002116,CUST00096,2023-06-15,2023-06-20,Standard,208.69
ORD002117,CUST00753,2024-12-30,2025-01-01,Express,1594.95
ORD002118,CUST00609,2023-06-23,2023-06-28,Standard,846.64
ORD002119,CUST00754,2023-05-26,2023-05-31,Standard,800.41
ORD002120,CUST00206,2024-03-03,2024-03-08,Standard,4490.0
ORD002121,CUST00342,2023-11-10,2023-11-12,Express,2623.93
ORD002122,CUST00675,2023-02-23,2023-02-25,Express,4507.33
ORD002123,CUST00065,2023-02-14,2023-02-16,Express,3093.33
ORD002124,CUST00008,2024-09-25,2024-09-30,Standard,945.58
ORD002125,CUST00937,2024-12-27,2024-12-29,Express,1517.24
ORD002126,CUST00217,2023-11-06,2023-11-08,Express,5051.25
ORD002127,CUST00266,2023-05-16,2023-05-21,Standard,3223.18
ORD002128,CUST01079,2024-03-31,2024-04-02,Express,646.16
ORD002129,CUST00186,2023-10-01,2023-10-03,Express,1825.61
ORD002130,CUST01050,2024-01-18,2024-01-20,Express,500.2
ORD002131,CUST00406,2024-02-03,2024-02-08,Standard,130.41
ORD002132,CUST01148,2024-03-24,2024-03-26,Express,342.85
ORD002133,CUST00445,2024-05-09,2024-05-11,Express,1216.75
ORD002134,CUST00648,2023-09-01,2023-09-06,Standard,2665.96
ORD002135,CUST00432,2023-01-20,2023-01-25,Standard,253.24
ORD002136,CUST00033,2023-12-22,2023-12-27,Standard,251.34
ORD002137,CUST01054,2023-12-27,2024-01-01,Standard,4373.7
ORD002138,CUST00750,2024-01-15,2024-01-17,Express,2372.28
ORD002139,CUST00255,2023-01-15,2023-01-17,Express,222.75
ORD002140,CUST00358,2024-10-29,2024-11-03,Standard,135.59
ORD002141,CUST01016,2024-10-16,2024-10-21,Standard,1447.23
ORD002142,CUST00257,2023-03-26,2023-03-28,Express,1403.92
ORD002143,CUST01135,2023-05-17,2023-05-19,Express,562.21
ORD002144,CUST00934,2023-08-06,2023-08-11,Standard,1332.66
ORD002145,CUST00411,2023-05-12,2023-05-14,Express,2652.33
ORD002146,CUST01157,2024-08-28,2024-09-02,Standard,4810.01
ORD002147,CUST00910,2024-04-26,2024-05-01,Standard,700.86
ORD002148,CUST00571,2023-12-11,2023-12-16,Standard,3833.55
ORD002149,CUST00721,2023-06-19,2023-06-24,Standard,406.56
ORD002150,CUST01045,2024-06-09,2024-06-11,Express,374.31
