order_item_id,order_id,product_id,quantity,discount,net_sales,profit
1741,ORD001013,PROD0103,3,0.1,606.58,192.34
1742,ORD001013,PROD0029,2,0.1,443.63,196.33
1743,ORD001014,PROD0129,5,0.0,316.4,110.2
1744,ORD001015,PROD0084,2,0.05,182.17,59.17
1745,ORD001015,PROD0127,4,0.05,278.62,87.9
1746,ORD001015,PROD0109,2,0.0,109.58,31.3
1747,ORD001015,PROD0099,1,0.0,157.05,55.85
1748,ORD001016,PROD0114,1,0.05,133.17,59.88
1749,ORD001016,PROD0015,2,0.15,465.15,94.17
1750,ORD001016,PROD0144,2,0.0,317.78,154.52
1751,ORD001016,PROD0042,5,0.05,3165.83,842.23
1752,ORD001017,PROD0028,5,0.0,3844.55,1329.55
1753,ORD001018,PROD0038,2,0.0,1722.92,662.62
1754,ORD001019,PROD0089,3,0.05,137.77,35.65
1755,ORD001020,PROD0140,4,0.0,540.64,242.84
1756,ORD001021,PROD0014,2,0.0,2414.36,776.76
1757,ORD001022,PROD0089,4,0.1,174.02,37.86
1758,ORD001022,PROD0131,4,0.0,422.72,185.88
1759,ORD001023,PROD0055,3,0.05,2170.79,611.15
1760,ORD001023,PROD0103,2,0.05,426.85,150.69
1761,ORD001023,PROD0021,2,0.0,2374.88,674.64
1762,ORD001024,PROD0036,4,0.05,1441.38,329.22
1763,ORD001025,PROD0128,4,0.0,327.84,86.76
1764,ORD001026,PROD0109,5,0.1,246.56,50.86
1765,ORD001027,PROD0102,4,0.15,972.64,306.88
1766,ORD001028,PROD0012,4,0.0,3407.6,1383.96
1767,ORD001029,PROD0091,1,0.2,170.37,18.05
1768,ORD001030,PROD0119,2,0.0,97.8,39.92
1769,ORD001030,PROD0008,4,0.2,613.25,185.49
1770,ORD001030,PROD0071,3,0.05,283.6,81.64
1771,ORD001031,PROD0150,1,0.05,131.2,53.07
1772,ORD001031,PROD0148,4,0.1,161.39,36.71
1773,ORD001032,PROD0048,3,0.05,331.51,71.23
1774,ORD001033,PROD0010,2,0.0,2909.86,1217.5
1775,ORD001033,PROD0139,4,0.15,543.22,179.34
1776,ORD001034,PROD0129,5,0.2,253.12,46.92
1777,ORD001035,PROD0111,1,0.05,253.65,100.0
1778,ORD001036,PROD0058,5,0.2,1366.04,384.09
1779,ORD001037,PROD0006,4,0.0,2124.04,660.8
1780,ORD001037,PROD0004,4,0.0,5587.48,2375.68
1781,ORD001037,PROD0057,3,0.05,1041.99,466.8
1782,ORD001038,PROD0069,5,0.0,378.35,131.35
1783,ORD001038,PROD0147,4,0.1,716.4,174.96
1784,ORD001038,PROD0141,1,0.0,91.79,32.44
1785,ORD001039,PROD0114,2,0.0,280.36,133.78
1786,ORD001039,PROD0099,2,0.15,266.99,64.59
1787,ORD001040,PROD0054,2,0.1,298.31,98.11
1788,ORD001041,PROD0066,4,0.05,279.34,73.54
1789,ORD001042,PROD0071,2,0.0,199.02,64.38
1790,ORD001042,PROD0043,2,0.1,1606.27,500.07
1791,ORD001043,PROD0016,1,0.0,1122.5,472.38
1792,ORD001044,PROD0075,1,0.1,46.99,18.46
1793,ORD001045,PROD0011,4,0.0,4744.56,1837.88
1794,ORD001046,PROD0083,2,0.0,27.2,12.08
1795,ORD001047,PROD0106,1,0.0,110.4,47.37
1796,ORD001048,PROD0028,1,0.0,768.91,265.91
1797,ORD001049,PROD0069,5,0.1,340.52,93.52
1798,ORD001049,PROD0061,1,0.0,70.71,29.5
1799,ORD001049,PROD0030,5,0.1,5716.53,1937.43
1800,ORD001049,PROD0098,4,0.05,341.66,97.86
1801,ORD001050,PROD0018,4,0.0,792.96,379.16
1802,ORD001050,PROD0134,3,0.05,287.48,84.5
1803,ORD001051,PROD0146,3,0.2,128.4,9.9
1804,ORD001051,PROD0034,2,0.15,542.28,112.44
1805,ORD001052,PROD0026,1,0.2,544.22,132.46
1806,ORD001053,PROD0009,1,0.0,927.49,321.41
1807,ORD001053,PROD0014,4,0.1,4345.85,1070.65
1808,ORD001053,PROD0047,2,0.0,1238.46,509.32
1809,ORD001054,PROD0037,2,0.0,1795.52,817.0
1810,ORD001054,PROD0067,5,0.05,238.64,100.64
1811,ORD001055,PROD0055,2,0.0,1523.36,483.6
1812,ORD001055,PROD0087,3,0.0,210.3,53.1
1813,ORD001056,PROD0046,3,0.05,1615.75,376.54
1814,ORD001057,PROD0145,5,0.1,193.81,48.01
1815,ORD001058,PROD0018,4,0.2,634.37,220.57
1816,ORD001058,PROD0122,1,0.1,106.58,25.98
1817,ORD001058,PROD0020,3,0.05,512.86,168.13
1818,ORD001059,PROD0131,5,0.1,475.56,179.51
1819,ORD001059,PROD0122,5,0.0,592.1,189.1
1820,ORD001059,PROD0046,4,0.1,2040.95,388.67
1821,ORD001060,PROD0046,5,0.2,2267.72,202.37
1822,ORD001060,PROD0007,4,0.0,4400.16,1649.2
1823,ORD001061,PROD0064,5,0.0,535.7,207.65
1824,ORD001062,PROD0042,1,0.0,666.49,201.77
1825,ORD001062,PROD0140,1,0.0,135.16,60.71
1826,ORD001063,PROD0044,3,0.0,1486.26,401.13
1827,ORD001063,PROD0150,3,0.05,393.61,159.22
1828,ORD001063,PROD0131,1,0.05,100.4,41.19
1829,ORD001064,PROD0010,4,0.0,5819.72,2435.0
1830,ORD001064,PROD0084,3,0.15,244.49,59.99
1831,ORD001065,PROD0090,5,0.0,476.6,210.05
1832,ORD001065,PROD0122,3,0.0,355.26,113.46
1833,ORD001066,PROD0137,4,0.05,312.82,89.5
1834,ORD001066,PROD0120,5,0.2,508.64,61.44
1835,ORD001067,PROD0058,3,0.0,1024.53,435.36
1836,ORD001068,PROD0091,5,0.15,905.08,143.48
1837,ORD001069,PROD0109,3,0.0,164.37,46.95
1838,ORD001070,PROD0099,1,0.0,157.05,55.85
1839,ORD001071,PROD0115,4,0.2,255.23,89.51
1840,ORD001072,PROD0098,2,0.05,170.83,48.93
1841,ORD001073,PROD0068,4,0.0,335.12,126.56
1842,ORD001074,PROD0022,3,0.1,1755.05,400.16
1843,ORD001075,PROD0009,5,0.0,4637.45,1607.05
1844,ORD001076,PROD0016,1,0.05,1066.38,416.26
1845,ORD001076,PROD0116,3,0.05,471.5,168.11
1846,ORD001076,PROD0067,1,0.0,50.24,22.64
1847,ORD001077,PROD0129,2,0.0,126.56,44.08
1848,ORD001077,PROD0115,4,0.0,319.04,153.32
1849,ORD001078,PROD0072,2,0.1,134.86,34.76
1850,ORD001079,PROD0141,1,0.15,78.02,18.67
1851,ORD001080,PROD0015,4,0.0,1094.48,352.52
1852,ORD001080,PROD0011,2,0.2,1897.82,444.48
1853,ORD001080,PROD0115,5,0.0,398.8,191.65
1854,ORD001081,PROD0021,3,0.1,3206.09,655.73
1855,ORD001082,PROD0022,3,0.0,1950.06,595.17
1856,ORD001082,PROD0043,2,0.1,1606.27,500.07
1857,ORD001083,PROD0074,3,0.1,178.71,58.65
1858,ORD001084,PROD0133,3,0.0,703.41,328.5
1859,ORD001084,PROD0136,2,0.05,46.28,21.18
1860,ORD001084,PROD0040,4,0.05,2855.89,754.81
1861,ORD001085,PROD0083,2,0.1,24.48,9.36
1862,ORD001086,PROD0077,3,0.1,76.57,27.88
1863,ORD001086,PROD0096,5,0.0,289.8,90.55
1864,ORD001087,PROD0095,4,0.2,323.23,94.19
1865,ORD001087,PROD0056,4,0.05,1372.98,366.98
1866,ORD001087,PROD0030,2,0.15,2159.58,647.94
1867,ORD001088,PROD0103,2,0.15,381.92,105.76
1868,ORD001088,PROD0048,1,0.2,93.06,6.3
1869,ORD001088,PROD0085,3,0.05,188.64,60.93
1870,ORD001088,PROD0068,2,0.05,159.18,54.9
1871,ORD001089,PROD0101,2,0.0,328.74,141.5
1872,ORD001090,PROD0018,2,0.05,376.66,169.76
1873,ORD001090,PROD0028,4,0.1,2768.08,756.08
1874,ORD001091,PROD0045,1,0.1,473.21,106.38
1875,ORD001091,PROD0103,4,0.0,898.64,346.32
1876,ORD001092,PROD0073,1,0.0,36.24,17.06
1877,ORD001093,PROD0133,5,0.0,1172.35,547.5
1878,ORD001093,PROD0012,5,0.05,4046.52,1516.97
1879,ORD001094,PROD0034,1,0.1,287.09,72.17
1880,ORD001095,PROD0065,4,0.0,41.96,18.72
1881,ORD001096,PROD0067,5,0.0,251.2,113.2
1882,ORD001097,PROD0040,5,0.1,3381.97,755.62
1883,ORD001098,PROD0128,1,0.05,77.86,17.59
1884,ORD001098,PROD0042,5,0.05,3165.83,842.23
1885,ORD001099,PROD0029,2,0.2,394.34,147.04
1886,ORD001099,PROD0076,1,0.0,86.28,29.22
1887,ORD001100,PROD0074,5,0.0,330.95,130.85
1888,ORD001101,PROD0104,5,0.0,1290.15,388.45
1889,ORD001102,PROD0013,1,0.0,899.52,364.29
1890,ORD001102,PROD0052,1,0.05,367.44,129.27
1891,ORD001103,PROD0138,4,0.2,575.78,201.1
1892,ORD001103,PROD0132,1,0.0,31.69,8.8
1893,ORD001104,PROD0129,3,0.05,180.35,56.63
1894,ORD001104,PROD0126,4,0.0,803.6,352.0
1895,ORD001104,PROD0048,4,0.05,442.02,94.98
1896,ORD001105,PROD0119,3,0.05,139.36,52.54
1897,ORD001105,PROD0150,5,0.0,690.55,299.9
1898,ORD001105,PROD0122,1,0.05,112.5,31.9
1899,ORD001105,PROD0047,1,0.0,619.23,254.66
1900,ORD001106,PROD0139,2,0.2,255.63,73.69
1901,ORD001107,PROD0067,3,0.0,150.72,67.92
1902,ORD001108,PROD0054,5,0.0,828.65,328.15
1903,ORD001109,PROD0133,4,0.0,937.88,438.0
1904,ORD001109,PROD0092,3,0.05,189.44,82.79
1905,ORD001109,PROD0082,2,0.05,36.27,16.89
1906,ORD001110,PROD0114,2,0.1,252.32,105.74
1907,ORD001110,PROD0142,5,0.05,417.48,149.68
1908,ORD001111,PROD0113,4,0.1,124.2,33.6
1909,ORD001111,PROD0002,3,0.2,2410.22,768.74
1910,ORD001112,PROD0123,5,0.0,1155.9,399.9
1911,ORD001113,PROD0001,5,0.0,5212.1,2240.7
1912,ORD001113,PROD0068,3,0.05,238.77,82.35
1913,ORD001114,PROD0002,3,0.0,3012.78,1371.3
1914,ORD001115,PROD0024,1,0.0,295.9,119.79
1915,ORD001116,PROD0110,1,0.1,18.17,3.24
1916,ORD001117,PROD0021,3,0.05,3384.2,833.84
1917,ORD001117,PROD0051,4,0.0,2150.2,705.44
1918,ORD001118,PROD0049,3,0.05,2487.45,961.2
1919,ORD001118,PROD0104,5,0.0,1290.15,388.45
1920,ORD001119,PROD0061,4,0.0,282.84,118.0
1921,ORD001120,PROD0102,5,0.05,1358.83,526.63
1922,ORD001120,PROD0094,4,0.0,748.48,342.72
1923,ORD001121,PROD0049,5,0.1,3927.55,1383.8
1924,ORD001122,PROD0098,5,0.1,404.59,99.84
1925,ORD001123,PROD0064,3,0.1,289.28,92.45
1926,ORD001123,PROD0134,2,0.05,191.65,56.33
1927,ORD001124,PROD0079,4,0.2,202.59,63.63
1928,ORD001125,PROD0084,3,0.2,230.11,45.61
1929,ORD001125,PROD0108,5,0.15,139.66,31.81
1930,ORD001126,PROD0042,3,0.05,1899.5,505.34
1931,ORD001126,PROD0085,1,0.15,56.26,13.69
1932,ORD001126,PROD0032,4,0.1,689.83,245.15
1933,ORD001127,PROD0062,1,0.1,31.95,10.61
1934,ORD001127,PROD0146,1,0.0,53.5,14.0
1935,ORD001128,PROD0012,5,0.15,3620.57,1091.02
1936,ORD001128,PROD0103,1,0.2,179.73,41.65
1937,ORD001129,PROD0094,2,0.0,374.24,171.36
1938,ORD001129,PROD0115,5,0.05,378.86,171.71
1939,ORD001130,PROD0117,1,0.0,248.79,62.93
1940,ORD001130,PROD0069,5,0.0,378.35,131.35
1941,ORD001131,PROD0143,4,0.1,260.82,48.94
1942,ORD001132,PROD0046,5,0.05,2692.92,627.57
1943,ORD001133,PROD0124,2,0.05,67.2,30.06
1944,ORD001134,PROD0078,2,0.0,205.24,70.84
1945,ORD001134,PROD0115,3,0.1,215.35,91.06
1946,ORD001135,PROD0034,4,0.0,1275.96,416.28
1947,ORD001135,PROD0096,2,0.0,115.92,36.22
1948,ORD001135,PROD0075,1,0.0,52.21,23.68
1949,ORD001135,PROD0086,2,0.1,181.01,62.01
1950,ORD001136,PROD0019,3,0.0,2572.89,956.82
1951,ORD001136,PROD0094,3,0.0,561.36,257.04
1952,ORD001136,PROD0139,1,0.1,143.79,52.82
1953,ORD001137,PROD0045,3,0.15,1340.76,240.27
1954,ORD001138,PROD0002,1,0.15,853.62,306.46
1955,ORD001138,PROD0087,5,0.1,315.45,53.45
1956,ORD001139,PROD0034,4,0.0,1275.96,416.28
1957,ORD001140,PROD0140,2,0.0,270.32,121.42
1958,ORD001141,PROD0086,2,0.0,201.12,82.12
1959,ORD001142,PROD0077,1,0.15,24.11,7.88
1960,ORD001143,PROD0137,3,0.0,246.96,79.47
1961,ORD001143,PROD0057,4,0.0,1462.44,695.52
1962,ORD001144,PROD0022,5,0.1,2925.09,666.94
1963,ORD001144,PROD0006,1,0.2,424.81,59.0
1964,ORD001144,PROD0047,4,0.0,2476.92,1018.64
1965,ORD001145,PROD0054,3,0.15,422.61,122.31
1966,ORD001146,PROD0025,3,0.0,1459.92,549.99
1967,ORD001147,PROD0103,1,0.0,224.66,86.58
1968,ORD001147,PROD0019,2,0.15,1457.97,380.59
1969,ORD001148,PROD0053,1,0.0,646.16,298.73
1970,ORD001148,PROD0131,5,0.0,528.4,232.35
1971,ORD001148,PROD0073,2,0.0,72.48,34.12
1972,ORD001148,PROD0118,4,0.05,584.29,241.57
1973,ORD001149,PROD0096,4,0.0,231.84,72.44
1974,ORD001149,PROD0063,1,0.1,72.41,23.49
1975,ORD001149,PROD0099,2,0.0,314.1,111.7
1976,ORD001150,PROD0126,2,0.0,401.8,176.0
1977,ORD001150,PROD0147,3,0.0,597.0,190.92
1978,ORD001151,PROD0122,4,0.0,473.68,151.28
1979,ORD001152,PROD0122,2,0.05,225.0,63.8
1980,ORD001152,PROD0129,5,0.0,316.4,110.2
1981,ORD001153,PROD0006,3,0.2,1274.42,176.99
1982,ORD001154,PROD0096,2,0.0,115.92,36.22
1983,ORD001154,PROD0065,1,0.1,9.44,3.63
1984,ORD001154,PROD0113,5,0.05,163.88,50.63
1985,ORD001155,PROD0024,2,0.0,591.8,239.58
1986,ORD001155,PROD0131,2,0.0,211.36,92.94
1987,ORD001155,PROD0063,3,0.2,193.08,46.32
1988,ORD001156,PROD0018,5,0.0,991.2,473.95
1989,ORD001157,PROD0021,5,0.0,5937.2,1686.6
1990,ORD001158,PROD0052,3,0.0,1160.34,445.83
1991,ORD001159,PROD0004,1,0.0,1396.87,593.92
1992,ORD001160,PROD0129,3,0.1,170.86,47.14
1993,ORD001161,PROD0025,2,0.0,973.28,366.66
1994,ORD001161,PROD0037,1,0.05,852.87,363.61
1995,ORD001161,PROD0141,3,0.0,275.37,97.32
1996,ORD001162,PROD0037,1,0.0,897.76,408.5
1997,ORD001162,PROD0065,3,0.15,26.75,9.32
1998,ORD001162,PROD0142,3,0.0,263.67,102.99
1999,ORD001163,PROD0084,5,0.1,431.46,123.96
2000,ORD001163,PROD0051,2,0.0,1075.1,352.72
2001,ORD001164,PROD0142,5,0.05,417.48,149.68
2002,ORD001165,PROD0119,2,0.05,92.91,35.03
2003,ORD001165,PROD0067,1,0.15,42.7,15.1
2004,ORD001166,PROD0141,1,0.0,91.79,32.44
2005,ORD001166,PROD0112,2,0.0,406.56,177.84
2006,ORD001167,PROD0089,5,0.05,229.62,59.42
2007,ORD001168,PROD0132,2,0.05,60.21,14.43
2008,ORD001169,PROD0093,4,0.05,932.98,301.98
2009,ORD001170,PROD0012,5,0.2,3407.6,878.05
2010,ORD001170,PROD0029,3,0.0,739.38,368.43
2011,ORD001170,PROD0067,1,0.15,42.7,15.1
2012,ORD001171,PROD0101,5,0.1,739.67,271.57
2013,ORD001172,PROD0013,2,0.0,1799.04,728.58
2014,ORD001173,PROD0017,2,0.1,103.55,37.15
2015,ORD001174,PROD0142,5,0.2,351.56,83.76
2016,ORD001174,PROD0025,2,0.0,973.28,366.66
2017,ORD001175,PROD0121,4,0.0,124.32,44.64
2018,ORD001175,PROD0097,3,0.0,893.7,253.14
2019,ORD001176,PROD0101,5,0.05,780.76,312.66
2020,ORD001176,PROD0016,5,0.0,5612.5,2361.9
2021,ORD001177,PROD0124,3,0.15,90.19,34.48
2022,ORD001177,PROD0003,3,0.1,3899.15,1097.15
2023,ORD001178,PROD0048,1,0.05,110.5,23.74
2024,ORD001179,PROD0005,3,0.15,2222.86,359.95
2025,ORD001179,PROD0107,3,0.15,144.25,23.23
2026,ORD001180,PROD0115,2,0.05,151.54,68.68
2027,ORD001180,PROD0040,1,0.05,713.97,188.7
2028,ORD001180,PROD0042,5,0.2,2665.96,342.36
2029,ORD001180,PROD0036,3,0.0,1137.93,303.81
2030,ORD001181,PROD0099,2,0.0,314.1,111.7
2031,ORD001181,PROD0039,5,0.0,2197.65,938.75
2032,ORD001182,PROD0081,1,0.1,50.15,10.59
2033,ORD001182,PROD0147,2,0.1,358.2,87.48
2034,ORD001183,PROD0003,1,0.05,1371.92,437.92
2035,ORD001184,PROD0114,5,0.0,700.9,334.45
2036,ORD001184,PROD0047,4,0.15,2105.38,647.1
2037,ORD001185,PROD0137,5,0.05,391.02,111.87
2038,ORD001185,PROD0023,4,0.0,5450.2,1392.28
2039,ORD001186,PROD0118,4,0.0,615.04,272.32
2040,ORD001186,PROD0047,2,0.1,1114.61,385.47
2041,ORD001187,PROD0101,4,0.0,657.48,283.0
2042,ORD001188,PROD0049,2,0.0,1745.58,728.08
2043,ORD001189,PROD0110,3,0.0,60.57,15.78
2044,ORD001189,PROD0050,2,0.15,150.71,50.59
2045,ORD001190,PROD0004,2,0.0,2793.74,1187.84
2046,ORD001190,PROD0016,1,0.0,1122.5,472.38
2047,ORD001191,PROD0031,4,0.0,1417.92,419.88
2048,ORD001191,PROD0058,5,0.0,1707.55,725.6
2049,ORD001192,PROD0112,1,0.0,203.28,88.92
2050,ORD001193,PROD0125,1,0.0,186.55,76.88
2051,ORD001193,PROD0082,1,0.0,19.09,9.4
2052,ORD001193,PROD0029,5,0.0,1232.3,614.05
2053,ORD001194,PROD0080,1,0.05,62.32,21.4
2054,ORD001194,PROD0012,3,0.15,2172.34,654.61
2055,ORD001194,PROD0085,1,0.0,66.19,23.62
2056,ORD001194,PROD0087,4,0.1,252.36,42.76
2057,ORD001195,PROD0092,3,0.0,199.41,92.76
2058,ORD001195,PROD0060,2,0.0,1685.08,530.6
2059,ORD001195,PROD0117,5,0.05,1181.75,252.45
2060,ORD001196,PROD0049,1,0.0,872.79,364.04
2061,ORD001197,PROD0124,4,0.0,141.48,67.2
2062,ORD001197,PROD0047,2,0.0,1238.46,509.32
2063,ORD001198,PROD0037,3,0.0,2693.28,1225.5
2064,ORD001199,PROD0092,1,0.0,66.47,30.92
2065,ORD001200,PROD0046,3,0.0,1700.79,461.58
2066,ORD001201,PROD0069,1,0.15,64.32,14.92
2067,ORD001202,PROD0109,5,0.0,273.95,78.25
2068,ORD001203,PROD0065,3,0.05,29.9,12.47
2069,ORD001204,PROD0091,3,0.15,543.05,86.09
2070,ORD001204,PROD0010,3,0.15,3710.07,1171.53
2071,ORD001204,PROD0060,1,0.1,758.29,181.05
2072,ORD001205,PROD0054,2,0.0,331.46,131.26
2073,ORD001205,PROD0028,4,0.0,3075.64,1063.64
2074,ORD001205,PROD0063,4,0.1,289.62,93.94
2075,ORD001205,PROD0013,1,0.05,854.54,319.31
2076,ORD001206,PROD0102,1,0.0,286.07,119.63
2077,ORD001207,PROD0003,3,0.0,4332.39,1530.39
2078,ORD001207,PROD0099,4,0.0,628.2,223.4
2079,ORD001208,PROD0134,3,0.0,302.61,99.63
2080,ORD001208,PROD0055,2,0.0,1523.36,483.6
2081,ORD001209,PROD0123,4,0.05,878.48,273.68
2082,ORD001209,PROD0138,2,0.0,359.86,172.52
2083,ORD001210,PROD0118,5,0.1,691.92,263.52
2084,ORD001211,PROD0059,1,0.0,98.52,40.81
2085,ORD001212,PROD0055,1,0.0,761.68,241.8
2086,ORD001212,PROD0037,4,0.2,2872.83,915.79
2087,ORD001212,PROD0125,1,0.0,186.55,76.88
2088,ORD001212,PROD0124,3,0.0,106.11,50.4
2089,ORD001213,PROD0121,2,0.0,62.16,22.32
2090,ORD001213,PROD0028,2,0.1,1384.04,378.04
2091,ORD001214,PROD0100,4,0.0,500.2,240.64
2092,ORD001214,PROD0061,2,0.0,141.42,59.0
2093,ORD001214,PROD0020,2,0.0,359.9,130.08
2094,ORD001215,PROD0085,1,0.05,62.88,20.31
2095,ORD001216,PROD0026,1,0.05,646.27,234.51
2096,ORD001217,PROD0099,2,0.0,314.1,111.7
2097,ORD001217,PROD0135,3,0.0,56.76,27.42
2098,ORD001217,PROD0029,2,0.0,492.92,245.62
2099,ORD001218,PROD0096,2,0.1,104.33,24.63
2100,ORD001218,PROD0125,4,0.1,671.58,232.9
2101,ORD001218,PROD0141,5,0.05,436.0,139.25
2102,ORD001219,PROD0036,3,0.0,1137.93,303.81
2103,ORD001220,PROD0119,1,0.0,48.9,19.96
2104,ORD001221,PROD0046,2,0.05,1077.17,251.03
2105,ORD001222,PROD0104,4,0.05,980.51,259.15
2106,ORD001222,PROD0048,3,0.15,296.62,36.34
2107,ORD001222,PROD0128,5,0.0,409.8,108.45
2108,ORD001223,PROD0004,3,0.2,3352.49,943.64
2109,ORD001223,PROD0105,5,0.0,1455.4,427.6
2110,ORD001223,PROD0099,2,0.1,282.69,80.29
2111,ORD001224,PROD0086,4,0.0,402.24,164.24
2112,ORD001225,PROD0099,1,0.1,141.35,40.15
2113,ORD001225,PROD0063,4,0.0,321.8,126.12
2114,ORD001226,PROD0095,4,0.0,404.04,175.0
2115,ORD001227,PROD0109,2,0.0,109.58,31.3
2116,ORD001227,PROD0024,1,0.0,295.9,119.79
2117,ORD001228,PROD0030,1,0.0,1270.34,514.52
2118,ORD001228,PROD0017,2,0.05,109.31,42.91
2119,ORD001228,PROD0083,1,0.0,13.6,6.04
2120,ORD001229,PROD0146,2,0.05,101.65,22.65
2121,ORD001229,PROD0129,1,0.0,63.28,22.04
2122,ORD001229,PROD0149,1,0.2,157.03,57.44
2123,ORD001230,PROD0057,4,0.0,1462.44,695.52
2124,ORD001230,PROD0103,3,0.0,673.98,259.74
2125,ORD001231,PROD0102,3,0.2,686.57,187.25
2126,ORD001231,PROD0107,5,0.0,282.85,81.15
2127,ORD001231,PROD0040,4,0.1,2705.58,604.5
2128,ORD001231,PROD0006,2,0.1,955.82,224.2
2129,ORD001232,PROD0118,5,0.0,768.8,340.4
2130,ORD001233,PROD0021,5,0.1,5343.48,1092.88
2131,ORD001234,PROD0082,1,0.0,19.09,9.4
2132,ORD001234,PROD0093,2,0.05,466.49,150.99
2133,ORD001234,PROD0071,1,0.15,84.58,17.26
2134,ORD001235,PROD0017,2,0.1,103.55,37.15
2135,ORD001235,PROD0038,2,0.1,1550.63,490.33
2136,ORD001236,PROD0089,5,0.2,193.36,23.16
2137,ORD001236,PROD0150,5,0.05,656.02,265.37
2138,ORD001236,PROD0064,3,0.0,321.42,124.59
2139,ORD001236,PROD0107,2,0.0,113.14,32.46
2140,ORD001237,PROD0124,4,0.0,141.48,67.2
2141,ORD001237,PROD0097,4,0.0,1191.6,337.52
2142,ORD001237,PROD0100,5,0.05,593.99,269.54
2143,ORD001238,PROD0128,4,0.0,327.84,86.76
2144,ORD001238,PROD0091,1,0.0,212.96,60.64
2145,ORD001239,PROD0106,1,0.0,110.4,47.37
2146,ORD001239,PROD0014,4,0.0,4828.72,1553.52
2147,ORD001240,PROD0089,3,0.05,137.77,35.65
2148,ORD001241,PROD0147,4,0.0,796.0,254.56
2149,ORD001242,PROD0043,4,0.05,3391.01,1178.61
2150,ORD001243,PROD0108,5,0.0,164.3,56.45
2151,ORD001244,PROD0043,4,0.15,3034.06,821.66
2152,ORD001245,PROD0094,3,0.05,533.29,228.97
2153,ORD001246,PROD0143,1,0.05,68.83,15.86
2154,ORD001247,PROD0062,1,0.05,33.73,12.39
2155,ORD001248,PROD0073,2,0.05,68.86,30.5
2156,ORD001248,PROD0031,5,0.0,1772.4,524.85
2157,ORD001249,PROD0085,2,0.05,125.76,40.62
2158,ORD001250,PROD0013,4,0.05,3418.18,1277.26
2159,ORD001251,PROD0013,5,0.15,3822.96,1146.81
2160,ORD001252,PROD0080,1,0.15,55.76,14.84
2161,ORD001253,PROD0066,2,0.0,147.02,44.12
2162,ORD001253,PROD0109,1,0.0,54.79,15.65
2163,ORD001254,PROD0122,4,0.0,473.68,151.28
2164,ORD001255,PROD0060,4,0.0,3370.16,1061.2
2165,ORD001255,PROD0055,2,0.0,1523.36,483.6
2166,ORD001256,PROD0019,4,0.0,3430.52,1275.76
2167,ORD001256,PROD0126,3,0.1,542.43,203.73
2168,ORD001257,PROD0007,2,0.15,1870.07,494.59
2169,ORD001258,PROD0024,3,0.0,887.7,359.37
2170,ORD001258,PROD0078,2,0.0,205.24,70.84
2171,ORD001259,PROD0044,3,0.15,1263.32,178.19
2172,ORD001260,PROD0021,2,0.05,2256.14,555.9
2173,ORD001261,PROD0064,1,0.15,91.07,25.46
2174,ORD001261,PROD0056,4,0.0,1445.24,439.24
2175,ORD001261,PROD0140,3,0.0,405.48,182.13
2176,ORD001262,PROD0004,4,0.05,5308.11,2096.31
2177,ORD001263,PROD0095,4,0.0,404.04,175.0
2178,ORD001263,PROD0135,5,0.0,94.6,45.7
2179,ORD001263,PROD0060,1,0.05,800.41,223.17
2180,ORD001263,PROD0081,5,0.0,278.6,80.8
2181,ORD001264,PROD0044,2,0.0,990.84,267.42
2182,ORD001264,PROD0042,3,0.0,1999.47,605.31
2183,ORD001265,PROD0062,4,0.15,120.7,35.34
2184,ORD001265,PROD0097,1,0.1,268.11,54.59
2185,ORD001265,PROD0117,4,0.0,995.16,251.72
2186,ORD001266,PROD0013,2,0.05,1709.09,638.63
2187,ORD001266,PROD0141,5,0.0,458.95,162.2
2188,ORD001266,PROD0017,2,0.1,103.55,37.15
2189,ORD001266,PROD0121,2,0.0,62.16,22.32
2190,ORD001267,PROD0138,4,0.0,719.72,345.04
2191,ORD001268,PROD0129,5,0.2,253.12,46.92
2192,ORD001269,PROD0148,3,0.15,114.32,20.81
2193,ORD001270,PROD0066,4,0.05,279.34,73.54
2194,ORD001270,PROD0001,4,0.0,4169.68,1792.56
2195,ORD001270,PROD0018,3,0.0,594.72,284.37
2196,ORD001271,PROD0012,3,0.0,2555.7,1037.97
2197,ORD001271,PROD0142,2,0.0,175.78,68.66
2198,ORD001272,PROD0007,2,0.05,2090.08,714.6
2199,ORD001272,PROD0125,4,0.0,746.2,307.52
2200,ORD001273,PROD0040,3,0.1,2029.18,453.37
2201,ORD001273,PROD0032,1,0.2,153.3,42.13
2202,ORD001274,PROD0023,1,0.05,1294.42,279.94
2203,ORD001275,PROD0141,5,0.15,390.11,93.36
2204,ORD001276,PROD0114,5,0.1,630.81,264.36
2205,ORD001277,PROD0020,2,0.0,359.9,130.08
2206,ORD001277,PROD0012,4,0.05,3237.22,1213.58
2207,ORD001277,PROD0057,1,0.0,365.61,173.88
2208,ORD001278,PROD0129,4,0.0,253.12,88.16
2209,ORD001279,PROD0147,4,0.0,796.0,254.56
2210,ORD001279,PROD0102,3,0.1,772.39,273.07
2211,ORD001280,PROD0116,3,0.0,496.32,192.93
2212,ORD001281,PROD0032,2,0.0,383.24,160.9
2213,ORD001281,PROD0058,4,0.0,1366.04,580.48
2214,ORD001281,PROD0017,1,0.0,57.53,24.33
2215,ORD001282,PROD0120,5,0.0,635.8,188.6
